,reviews,starRating
342,"

  The real shirt is not the same as it is being displayed here. However, it seems that it is made of cotton.***The Maroon colour is not stable.

",3.0 out of 5 stars
343,"

  Thickness is fine...It is comfortable... It is ok for casual wear in parties and also ok as office wear

",5.0 out of 5 stars
344,"

  Not happy with the product as I expected.Unable to return/replaceI want seller to contact me to return/replace the product

",1.0 out of 5 stars
345,"

  Prise is high and quality is poor colour also is not so attractive

",1.0 out of 5 stars
346,"

  Just buy it. No question..

",5.0 out of 5 stars
347,"

  look was same. but the material is very thin. in and out some threads were hanging. it was not stitched properly. poor quality material.

",3.0 out of 5 stars
348,"

  Button stitches came out and packing was very disappointed. Overall average buy.

",3.0 out of 5 stars
349,"

  Good but cloth is somewhat different than we see in the picture

",3.0 out of 5 stars
350,"

  Product Quantity is good.. I Have ordered XL size it is perfect for me. Am very happy with the product.. Small disappointment is it not ironed well..

",5.0 out of 5 stars
351,"

  Good fitting

",5.0 out of 5 stars
352,"

  It's perfect and excellent fit.

",5.0 out of 5 stars
353,"

  good product

",5.0 out of 5 stars
354,"

  The material and the comfort is absolutely lovely..

",5.0 out of 5 stars
355,"

  👎👎

",1.0 out of 5 stars
356,"

  Good

",5.0 out of 5 stars
357,"

  Shirt colour nice cloth good but chest arm stitching tight so stomach fat guys don't perfect match

",5.0 out of 5 stars
358,"

  I would say fit is amazing and good colour combination matching with style and price is lowest with good value product

",5.0 out of 5 stars
359,"

  Stitching is not upto mark. Overall average rating.

",3.0 out of 5 stars
360,"

  As expected..good ..

",5.0 out of 5 stars
361,"

  Colour is not as shown in picture ..i selected different colour (dark green) and they sent different. :(

",3.0 out of 5 stars
362,"

  Its a good productFabric is absolutely good than expected

",5.0 out of 5 stars
363,"

  Good & Nice cloth ...This dress Worth for this Product... I'm impressed to this product... I love this....

",5.0 out of 5 stars
364,"

  All is goal, please buy this man shirt

",5.0 out of 5 stars
365,"




                    The media could not be loaded.
                




   Awesome great product

",5.0 out of 5 stars
366,"

  Perfect size and good quality

",5.0 out of 5 stars
367,"

  Its a good product. Nice material and comfort size.

",4.0 out of 5 stars
368,"

  Plz collect it back .I want replacement

",1.0 out of 5 stars
369,"

  Very good cotten clotheI like very much. It's a wonderful brand.

",5.0 out of 5 stars
370,"

  The liked the quality of the shirt in this value.

",5.0 out of 5 stars
371,"

  Cloth material is not as expected

",2.0 out of 5 stars
372,"

  Just go for it without wasting any time

",5.0 out of 5 stars
373,"

  Quality is very poor to this price 699

",1.0 out of 5 stars
374,"

  Not up to mark

",2.0 out of 5 stars
375,"

  Good product

",3.0 out of 5 stars
376,"

  Good.  But quality avarage.

",3.0 out of 5 stars
377,"

  Quality products

",5.0 out of 5 stars
378,"

  Best quality cloth and reaonable prize gi for it...

",5.0 out of 5 stars
379,"

  A Very good Product... Recommended for All

",5.0 out of 5 stars
380,"

  Very good.Satisfied. I recommend this product.

",5.0 out of 5 stars
381,"

  Really nice to wear very happy with the product

",5.0 out of 5 stars
382,"

  Nice product

",5.0 out of 5 stars
383,"

  The product was exactly as expected

",5.0 out of 5 stars
384,"

  I like this product and it is too good for me

",5.0 out of 5 stars
385,"

  Nice product

",4.0 out of 5 stars
386,"

  Nice casual shirt & it is perfectly fit for me

",5.0 out of 5 stars
387,"

  satisfied

",5.0 out of 5 stars
388,"

  The shirt was perfect fit as I expected.....

",5.0 out of 5 stars
389,"

  It's not regular fit.its slim fit

",1.0 out of 5 stars
390,"

  Just loved this product should buy again

",5.0 out of 5 stars
391,"

  Buttons are not matching with the design

",3.0 out of 5 stars
392,"

  I like the product. It is perfectly fit

",5.0 out of 5 stars
393,"

  Good product

",5.0 out of 5 stars
394,"

  This is just amazing...... gud product

",5.0 out of 5 stars
395,"

  Product comfort is very good.

",5.0 out of 5 stars
396,"

  3rd class

",1.0 out of 5 stars
397,"

  Nice quality and good new design

",5.0 out of 5 stars
398,"

  Super

",5.0 out of 5 stars
399,"

  Yes it's fits good & comfortable

",5.0 out of 5 stars
400,"

  Excellent shirt ☺️

",5.0 out of 5 stars
401,"

  Actually I like this but my hand unfit

",4.0 out of 5 stars
402,"

  Perfect it's Very good product

",5.0 out of 5 stars
403,"

  Good fitting 👍 nice cloth

",5.0 out of 5 stars
404,"

  Gud

",5.0 out of 5 stars
405,"

  Awesome quality

",5.0 out of 5 stars
406,"

  Quality is good value for money

",5.0 out of 5 stars
407,"

  This product is amazing😍🤩 and this is gorgeous

",5.0 out of 5 stars
408,"

  Comfortable product

",5.0 out of 5 stars
409,"

  Super quality

",5.0 out of 5 stars
410,"

  Good product material

",5.0 out of 5 stars
411,"

  Like

",5.0 out of 5 stars
412,"

  Good

",5.0 out of 5 stars
413,"

  Yes

",5.0 out of 5 stars
414,"

  Gud

",5.0 out of 5 stars
415,"

  The product was excellent

",5.0 out of 5 stars
416,"

  Good

",5.0 out of 5 stars
417,"

  I like it

",5.0 out of 5 stars
418,"

  Nice fitting

",5.0 out of 5 stars
419,"

  Nice shirt

",5.0 out of 5 stars
420,"

  SuperOk

",4.0 out of 5 stars
421,"

  Perfect combination

",5.0 out of 5 stars
422,"

  Super

",5.0 out of 5 stars
423,"

  Nice product

",5.0 out of 5 stars
424,"

  I like this product

",5.0 out of 5 stars
425,"

  Osm product

",5.0 out of 5 stars
426,"

  Fit type .

",5.0 out of 5 stars
427,"

  Damage piece

",1.0 out of 5 stars
428,"

  Very good quality

",5.0 out of 5 stars
429,"

  Good fit.

",5.0 out of 5 stars
430,"

  Fit as expected

",5.0 out of 5 stars
431,"

  Packing

",4.0 out of 5 stars
432,"

  Dislike

",1.0 out of 5 stars
433,"

  It fits perfectly

",5.0 out of 5 stars
434,"

  Good product.

",5.0 out of 5 stars
435,"

  Color shining

",5.0 out of 5 stars
436,"

  Good Product

",5.0 out of 5 stars
437,"

  Good product

",4.0 out of 5 stars
438,"

  Good

",5.0 out of 5 stars
439,"

  nice

",5.0 out of 5 stars
440,"

  Good

",5.0 out of 5 stars
441,"

  Bad

",1.0 out of 5 stars
442,"

  Good shirt

",5.0 out of 5 stars
443,"

  Best shirt

",5.0 out of 5 stars
444,"

  Excellent

",5.0 out of 5 stars
445,"

  Like it

",5.0 out of 5 stars
446,"

  Good

",5.0 out of 5 stars
447,"

  Good

",5.0 out of 5 stars
448,"

  Nice shirt

",5.0 out of 5 stars
449,"

  good

",5.0 out of 5 stars
450,"

  Very Good product

",5.0 out of 5 stars
451,"

  Good

",5.0 out of 5 stars
452,"

  perfect

",5.0 out of 5 stars
453,"

  Good

",5.0 out of 5 stars
454,"

  Super

",5.0 out of 5 stars
455,"

  Good product

",5.0 out of 5 stars
456,"

  Clothes material is too hard. Not suitable for Indian weather

",3.0 out of 5 stars
457,"

  Nice shirt and it color is accurate but after wearing long I feeling hot..

",4.0 out of 5 stars
458,"

  I was doubtful about quality but seems to be okay with the price bracket.

",4.0 out of 5 stars
459,"

  It’s a nice and relaxing

",5.0 out of 5 stars
460,"

  I just wore the shirt once and the blue colour was all over my body and one of my off-white color pant which I wore with the shirt was damaged. I don't think Levi's will manufacture such product. It's fake Levi's. I returned the product and thanks to Amazon for the help. But at the same time, Amazon, please look into these fake brands, its ultimately affecting your brand name.

",1.0 out of 5 stars
461,"

  worth buying. go for it. good material and it will give u rich look

",5.0 out of 5 stars
462,"

  Product is really good. I was bit skeptical when I bought it but to my surprise it met all expectations. One generally wear 38-40 size bought this one 42, and it fits perfect

",4.0 out of 5 stars
463,"

  Thank you Amazon for your fast delivery very good product just buy and cool very nice material you have to buy today I am buying one more kurta 🥰👍🏻🔥😘😘😘😘

",5.0 out of 5 stars
464,"

  Nice Product. pure cotton. rich look. after wash also no shrink. value for money

",5.0 out of 5 stars
465,"

  1.cotton quality was very good2.stitching is also good3.Size was exactly according to measurement, if one wish for extra loose, go for higher sizes.very good product..

",5.0 out of 5 stars
466,"

  Poor material,  and size  too small

",1.0 out of 5 stars
467,"

  with the same size I got desent produt from other company.You shoyld rethink while sizing the mass product

",1.0 out of 5 stars
468,"




                    The media could not be loaded.
                




   Nice cloth excellent product thanks amazon

",5.0 out of 5 stars
469,"

  Fitting is not as expected.Quality of fabric is good.

",3.0 out of 5 stars
470,"

  Good as expected first time purchase a local brand but happy to receive this.

",4.0 out of 5 stars
471,"

  This was a gift. The person loved it

",5.0 out of 5 stars
472,"

  Short size

",3.0 out of 5 stars
473,"

  quality of cloth is good but color is slightly different

",4.0 out of 5 stars
474,"

  Product is too small... even 44 size is equivalent to size 40

",2.0 out of 5 stars
475,"

  Although it was L size, actual shirts were S size

",2.0 out of 5 stars
476,"

  Fit is good. Colour & Fabric are also nice.

",4.0 out of 5 stars
477,"

  Nice

",5.0 out of 5 stars
478,"

  Good

",4.0 out of 5 stars
479,"

  Nice product and nice quality.. but thr is an issue i have to say you.. ican see small blck dots in botom of tht shirt. Otherwise its ok...good cloth 👍

",4.0 out of 5 stars
480,"

  துணி மிகவும் மெல்லியதாகவும் போட வசதியாகவும் உள்ளது.

",4.0 out of 5 stars
481,"

  BEST

",5.0 out of 5 stars
482,"

  👍

",4.0 out of 5 stars
483,"

  Product quality is good, i orderd L size but Size is very large than L

",4.0 out of 5 stars
484,"




                    The media could not be loaded.
                




   Damage product please return your materials

",1.0 out of 5 stars
485,"

  Very good product perfect size and fitting and pure cotton

",5.0 out of 5 stars
486,"

  Good quality item. Nice stitching. Happy with the product.

",5.0 out of 5 stars
487,"

  Nice

",5.0 out of 5 stars
488,"

  Quality & fitting is perfect with delivered, thanks Amazon team

",5.0 out of 5 stars
489,"

  Nice clothe

",4.0 out of 5 stars
490,"

  The Material of the cloth is really good. Feel comfortable after wearing it. Overall Best product.

",5.0 out of 5 stars
491,"

  Product was too good i am totally satisfy worth to buying this one quality is also good 👍😍😍☺

",5.0 out of 5 stars
492,"

  Worth for price quality also good

",5.0 out of 5 stars
493,"

  Valuable  product  , nice fitting 👌

",4.0 out of 5 stars
494,"

  Amazing product..nice quality of the cloth used..

",5.0 out of 5 stars
495,"

  Good product

",5.0 out of 5 stars
496,"

  Colour is not better

",1.0 out of 5 stars
497,"

  Good quality and looks good

",5.0 out of 5 stars
498,"

  Quality better than other products

",4.0 out of 5 stars
499,"

  Uncomfortable

",1.0 out of 5 stars
500,"

  Rich product quality

",5.0 out of 5 stars
501,"

  Awesome

",5.0 out of 5 stars
502,"

  Good 😊

",5.0 out of 5 stars
503,"

  I liked this product

",5.0 out of 5 stars
504,"

  Better then expectations. I ordered white but real color is creme. So keep this in your mind but fabric is captivating. Good

",5.0 out of 5 stars
505,"

  Good.... Nyc and recommendable....It's necessary to buy according to your size neither it will not look good on u..

",1.0 out of 5 stars
