,reviews,sentiment
1658,The T-shirts are losing its colour after a wash & the same is spreading across the t shirt. It is spoiling the entire t shirt. Did not expect such low quality prints. Pl don't buy this. It's a waste of money...,0
1659,Febric was not good. It stars bobbling after three use and colour was also start fading. It's not really worth with this price.,0
1660,The quality is very good. But I recieved different colours,1
1661,"Good product i bought  it for my nephew , and he liked it so much , value  for money",2
1662,"Quality is okay, all 3 are little different in size",1
1663,"Quality of cloth not good. After few washes the cloth started giving up. See attached image. Also, order one size bigger.",1
1664,Good,2
1665,"I have ordered these t-shirts for my brother. 17 yrs , it looks so good the fabric and the colour the size everything fabulous happy to buy.",2
1666,"Good Tshirts, but my son is sweating too much when he wears, cloth of Tshirt is soft feels like cotton, may be good for winter.",1
1667,"Really likes the product, Also the Packing was really Nice, I'm giving 5 star for packing and 2 star for the quality of T shirts.Review after using it 1 week: Actually it's a worst product and the Three shirts are different sizes after  1 weekBlue color t shirt is too long,Red color is correct fitAnd grey color tshirt is too small for me after 1 week of using",0
1668,The T-shirts are losing its colour after a wash & the same is spreading across the t shirt. It is spoiling the entire t shirt. Did not expect such low quality prints. Pl don't buy this. It's a waste of money...,0
1669,Febric was not good. It stars bobbling after three use and colour was also start fading. It's not really worth with this price.,0
1670,The quality is very good. But I recieved different colours,1
1671,"Good product i bought  it for my nephew , and he liked it so much , value  for money",2
1672,"Quality is okay, all 3 are little different in size",1
1673,"Quality of cloth not good. After few washes the cloth started giving up. See attached image. Also, order one size bigger.",1
1674,Good,2
1675,"I have ordered these t-shirts for my brother. 17 yrs , it looks so good the fabric and the colour the size everything fabulous happy to buy.",2
1676,Different sizes in same lot when I opted for single size,1
1677,Ok,1
1678,Good product and my son likes,1
1679,Good quality clothes,2
1680,Good quality product,2
1681,WORST product.They give Different colors. And the Cloth type is very cheap,0
1682,I got 2 same t shirts both color &design though ordered for 3 different T-shirts,0
1683,Good,2
1684,Good,2
1685,Super,2
1686,Quality not up to the mark...,1
1687,But poor quality,0
1688,Nice product,2
1689,Very poor quality.,0
1690,Awesome product I recommend it,2
1691,Qwality product,2
1692,Good,2
1693,Gud,2
1694,Not good add me refund,1
1695,Advt says its cotton product. But each pack contains  one synthetic  material t shirt.The quality of synthetic is poor.,0
1696,"low in quality,not the item shows in pic",0
1697,"While in general the quality is okay and upper fit is alright, the design is poorly thought of and executed. The fit behind neck and shoulders is out of align for a standard human physique. The lower half is excessively wide as if the designer assumed every person with good biceps will be a stocky out of shape fella tryin to somehow look fit. Okay in sweat/cold comfort but horrendous design blunder",0
1698,"Good for jogging, exercising, in winter..not good for summer daily wear",2
1699,"
                    The media could not be loaded.
                




   Blue colour T-shirt is bit large as compared to other two. Length wise it’s long. In this price it’s a best deal. There were deep scratches on the packaging but fortunately no damage to the product . I bought it for gym that’s why I won’t complain about size. But go for smaller size than you actually wear. Generally XL gives me good fitting. But in this case it’s loose. Length wise T-shirt is long in this size it won’t look good if you wear under a shirt because t shirt would be longer that the shirt.",2
1700,Quality of product is not worthableIts not a original killer jeans. Duplicate product,0
1701,किलर का टैग और साधारण से अच्छा है । कुल मिला कर उत्पाद अच्छा है । आप भी खरीद सकते हैं ।,2
1702,Yes,2
1703,Looks like first copy of killer  jeans.Worst quality.,0
1704,Quality of product is not worthableIts not a original killer jeans. Duplicate product,0
1705,किलर का टैग और साधारण से अच्छा है । कुल मिला कर उत्पाद अच्छा है । आप भी खरीद सकते हैं ।,2
1706,Yes,2
1707,Looks like first copy of killer  jeans.Worst quality.,0
1708,Something other in photoSomething other in packet,0
1709,"Looses colour a lot,  take care of washing with other clothes.",0
1710,"Perfect fit, very comfortable. Though stuf is little bit thin than regular denim.Overall its a good buy.",2
1711,"Like-1. Unlike many comments, colour did not fade away.2. Good quality material.Dislike-1. Little tight on thighs.Final view-A good buy for regular use with affordable price.",2
1712,This product is not relaxed jeans which is not suitable to me. It is not comfortable at thighs. I don't like shaded Jeans. I perchased blue and light blue jeans last month which is very comfortable to me without shades. So I ordered this one.,0
1713,"Any good jeans today cost no less than 800 and this is definitely priced low for the quality sold. Good fabric, stretch and fits neat. Must buy for the price. The product images show it to be skin tight but it is comfortable as stated in the product specs.",2
1714,I ordered 36 size of Ben Martin regular jeansBut in your item there is 2 level of size in your item one is real and second one is fakeReal size is 32 and fake is 36 that is I oraderdIn actually this is 32 size .But I oraderd 36..And you give fake 36 size of level,0
1715,"Not a best buy, should be made elastic. Design is good but what good will you get if u can't wear it comfortably",0
1716,"The jean is of superb quality. Totally value for money. But this appears to be a 'Slim Fit'. So if you are planning to buy, buy a size larger than usual.",2
1717,quality is not good and chain and button is not work properly and it is seem that it is already used..please be careful about those matter and I want to attract the attention of Amazon authorities in this matter,0
1718,Something other in photoSomething other in packet,0
1719,"Looses colour a lot,  take care of washing with other clothes.",0
1720,"Perfect fit, very comfortable. Though stuf is little bit thin than regular denim.Overall its a good buy.",2
1721,"Like-1. Unlike many comments, colour did not fade away.2. Good quality material.Dislike-1. Little tight on thighs.Final view-A good buy for regular use with affordable price.",2
1722,This product is not relaxed jeans which is not suitable to me. It is not comfortable at thighs. I don't like shaded Jeans. I perchased blue and light blue jeans last month which is very comfortable to me without shades. So I ordered this one.,0
1723,"Any good jeans today cost no less than 800 and this is definitely priced low for the quality sold. Good fabric, stretch and fits neat. Must buy for the price. The product images show it to be skin tight but it is comfortable as stated in the product specs.",2
1724,I ordered 36 size of Ben Martin regular jeansBut in your item there is 2 level of size in your item one is real and second one is fakeReal size is 32 and fake is 36 that is I oraderdIn actually this is 32 size .But I oraderd 36..And you give fake 36 size of level,0
1725,"Not a best buy, should be made elastic. Design is good but what good will you get if u can't wear it comfortably",0
1726,"The jean is of superb quality. Totally value for money. But this appears to be a 'Slim Fit'. So if you are planning to buy, buy a size larger than usual.",2
1727,quality is not good and chain and button is not work properly and it is seem that it is already used..please be careful about those matter and I want to attract the attention of Amazon authorities in this matter,0
1728,"Unfortunately the Jean's was a good pair but it's thickness or fit was too tight for me.Being a person of 90's, I do not subscribe to a tight fit when ordering regular size.The waist  size fits perfectly as per order.",2
1729,"Very poor quality fabrics, lot of difference in images on app and product.",0
1730,Same as picture and it's very comfortable,2
1731,"the Fabric used is very rough. it is not soft at all,",0
1732,I order almost 7 days back this jins 32 size for my younger brother..Then I received very nice suprb fabric nd gud quality jins bt now I order for me 34 size nd today I received with poor quality fabric jins,0
1733,"Perfect, more than expected, what I did is just altered it to get the shape, so very comfortable, worth the money, thanks Amazon for such nice products.",2
1734,"It's tight near thighs for 34""waist.",1
1735,"Quality is great, thickness as expected and comfortable as expected.",2
1736,Good product,2
1737,Very good,2
1738,It's Good,2
1739,"Already I have this pant and colour, fitting and materials are good so i have purchased again now",2
1740,I like this product,2
1741,Nice fit. Worth buying,2
1742,The pant cloth was of poor quality. Started getting damaged and torn at 2-3 places after 1-2 uses. Has to put it aside. It seems this was 2nd had reused pant. Poor quality...,0
1743,Just one word... Please don't buy it,0
1744,Loved how the jeans looked on my father. Totally satisfied. Best at this price.,2
1745,Not comfortable as such as regular jeans,1
1746,Trading not good some place not doing properly,1
1747,The product was different from that given in picture. The picture shows nice attractive blue colour finish but actual product is like any old model. The colour was not impressive.,1
1748,"The size is perfect, although the material is bit rough. but at this price its ok.",2
1749,Nice and soft feel. Comfort fit for daily use...,2
1750,Little tight at the thighs,2
1751,"Do not buy, it looks great in the image but it isn't. I returned it. It's larger and feels like a duplicate product.",0
1752,ordered size 36 and Amazon written 32 sizeBut product is ok,2
1753,It's good and confortable,2
1754,Good quality beyond my expectation. I liked it very much it is exact size colour same what we see in d pic. Thanq.,2
1755,Very very good jeans,2
1756,Good,1
1757,Fair,2
1758,"Bought it from sale,  but it's quality is not good. Just like it's offered discounted price it is very low.",1
1759,Quality product,2
1760,Cheap Quality,0
1761,I like this product. If the color of the item remains as it is then in all respect fine.,2
1762,Nice jeans,2
1763,Good,2
1764,Colour gone,0
1765,This product is really very comfortable. Colour is s also nyc. Worth of money. U must buy this.,2
1766,Cloth material is ok not as mentioned in description,0
1767,Like,1
1768,Must say it matched expectations in every aspect from fitting to comfort,2
1769,This is good product not very good but in this price range this is good . All the best product,2
1770,Realy nice jeans I really I liked it can definitely go with.,2
1771,Perfect fit,2
1772,Jeans fabrics are not good cotton fabrics are slightly used in a summer session not fell comfortable,0
1773,Quality is ok but it is narrow fit not relaxed fit and slim-fit...,0
1774,Must buy product. Cheap but best in jeans range,2
1775,Okk okk product,1
1776,I like this jeans. Quantity is very decent.,2
1777,Good quality and resnable prize and soft and good product,2
1778,Excellent quality and fitting. A bit small compared to other Benmartin jeans designs,2
1779,Nice jeans one should definitely go for it.,2
1780,Very good,2
1781,Quality is pretty good for the price,2
1782,Try brand products,0
1783,Item are as it shown in catelog and  fabric quality and colour was not good.,0
1784,I dislike this item send by amazon.weste of money.,0
1785,Good jeans I love it,2
1786,It's really nice. Quality is grt. But its not strechable.,2
1787,Best quality product. Must buy.. perfect fit and comfortable.,2
1788,Worth the price. Thankyou,2
1789,It's a good product. Simply nice,2
1790,It look like a ladies pants. Not very good quality plus the color sway after wash,2
1791,The fabric quality is not good.Wearing discomfort also,1
1792,Nice product,2
1793,"Don't go with this, really worst product",0
1794,Very good,2
1795,Colour fade after one wash it looked like an old Jean's,0
1796,Very nice,2
1797,Useless ..money wasted,0
1798,Good material,2
1799,"Worst material , very bad experience",0
1800,I ordered brown and received blue👎,1
1801,Comfortable,2
1802,Horrible fitting and got faded within one week,0
1803,Very nice 👌👌,2
1804,Happy,2
1805,Not good,0
1806,"Not at all, satisfactory.Appears as,old one,washed and ironed",0
1807,Very very good & nice product,2
1808,Ok product but less quality...,1
1809,Too tight on buttocks and thighs.,0
1810,Good,2
1811,Colour faded after four or five washes.,0
1812,Like it,2
1813,Like it,2
1814,After first washing product was very bad to wear.,0
1815,The button was so faulty that it came out before I even wore it,0
1816,Good products,2
1817,Just good,2
1818,Not as expected,0
1819,Good,2
1820,zip problem,2
1821,Not ok,0
1822,Bad,0
1823,Average,1
1824,Good but size was not perfect to much tyt...,1
1825,Good,2
1826,Product quality is good but cloth is thin,2
1827,Used jeans and poor quality.,0
1828,Bed products,0
1829,Deliver a dry cleaned jeans. 👎👎👎👎,0
1830,Nice and fit,2
1831,Good,2
1832,Nice product for the wonderful discounted price,2
1833,This rate good,1
1834,fitting is very good comfortable but cloth stuff lacks in thickness,2
1835,Perfect,2
1836,I got nice product...It is good Jean,2
1837,Happy,2
1838,As expected...fit enough!,2
1839,Nice,2
1840,"Material quality,Size everything is perfect,but after few months it gets shrink",2
1841,Good,2
1842,Very happy and satisfied,2
1843,Great,2
1844,"Worst product, this is not streatchable pant and there is not return for this product",0
1845,Good product⭐⭐,2
1846,Ok,2
1847,perfect fit gud quality,2
1848,Good,2
1849,Quality of product is very nice,2
1850,I like it,0
1851,Quality should be more better,2
1852,Not stretchable at all but in advertising description it is mentioned that stretchable and durable,0
1853,Good products,2
1854,The material is very cheap,0
1855,Good quality brand products at resneble rate.,2
1856,,2
1857,Very good product,2
1858,✔️✔️,0
1859,Worst product,0
1860,Good,2
1861,"Not as excepted, shock to see the stitches not up to the mark",0
1862,Nice product must buy,2
1863,"good , fine",2
1864,Nice,2
1865,Average Product,1
1866,Ok,2
1867,Cheap quality product,0
1868,Excellent product fit to my size,2
1869,good to fit,2
1870,Good value of price but very bad smell,2
1871,Poor Quality,1
1872,In side stitching damage,0
1873,Good product,2
1874,Whoever having 34 waist  size ..give order 36 ..,0
1875,Good,2
1876,Quality is very bad.,0
1877,Nice,2
1878,colour fades,0
1879,Like,2
1880,Satisfactory ..b grade,1
1881,Very poor cloth quality .....not good...not feel comfort.,0
1882,Verry bad Jen's best rupeed,0
1883,Nice products,2
1884,Denim is not good,0
1885,size given are perfecf...,2
1886,Very good  product 100%Cotton. I like it,2
1887,Good,1
1888,Nice one.,2
1889,I think it's a good product to thats prize,2
1890,Good product,2
1891,🖤🖤🖤 Nice product 🖤🖤🖤,2
1892,better,2
1893,Superb fitting and cloths,2
1894,The product was upto my expectations,2
1895,It's length is high,2
1896,Not at all good,0
1897,Very low quality Jean.,0
1898,Nice and comfortable jeans,2
1899,Not good,0
1900,Superb,2
1901,Waste of money,0
1902,jeans pants size is not exact,0
1903,Comfortable,2
1904,This product is good,2
1905,Nice one,2
1906,"Nice jeanse,i am happy very good product",2
1907,Product is not similar as shown in app,0
1908,Good,2
1909,Good,2
1910,Best online service,2
1911,"Maruti Enterprises have been awesome. Love this pair and get wear it to work, parties, trekking, biking etc. Been a year and no fade in the color. Please buy!",2
1912,The first thing is that this jeans is not a relaxed fit ... The pattern is more like skin tight fit.... & it's horribly tight on your calves..... Secondly the fabric is so light and rubbery...... That's why i returned it on next day.,0
1913,"Last month i purchased this BEN MARTIN Jeans, to be very frank i found fitting is really awesome & fantastic, but in terms of quality not upto the mark. The COLOR which they ve use in Jeans is very very much bad & its going to fade sooner, since every time i m washing it the color z getting out from Jeans z very much disappointing. So its lasting is not too much.Its an use n throw product it seems.Company fully should focus on quality.In my last comment i ve given on excitement but Truth will come out after 2 & 3 washing of this BEN MARTIN Jeans.",2
1914,GoodProduct with in this price .. fully satisfied.must buy.Another products is available at very much price in market.very nice,2
1915,In this price this jeans is good quality product. So if you want to buy this order confidently guys .,2
1916,fit in size like it much as expected thank you for this product.. keep up with more products tysm vry much,2
1917,Same this pant only I want size 38 please please I want  please exchange pant same pant but size 38,2
1918,Superb I liked very much,2
1919,This product is not original 😡 quality recive.dublicate product,0
1920,Like it,2
1921,Good product at low price,2
1922,,2
1923,Good,1
1924,,2
1925,Exallent and fit,2
1926,Good but size is very large,2
1927,Poor quality,0
1928,Best Buy,2
1929,Good but not better,1
1930,Good item valuable for mony,2
1931,Nice fitting,2
1932,Very nice and comfortable. Superb quality.,2
1933,The quality is not good,0
1934,Value of manoy,2
1935,Good fitting.,0
1936,Nice product 👌👌,2
1937,Good product,2
1938,good,1
1939,Good,2
1940,Not bad,0
1941,Recommend,2
1942,Average,2
1943,Nice,2
1944,bed,0
1945,Like,2
1946,Very happy this product,2
1947,Like,0
1948,Liked it,2
1949,The bottom is too big,0
1950,Good,2
1951,Nice one... Colour is dark.... Liked it... Must go for it..,2
1952,Perfect,2
1953,good,2
1954,Excellent product.,2
1955,It was slim fit,0
1956,Good fit,2
1957,,2
1958,The jeans is perfect...first time I received the super hight waist jeans with ankle length ..thank you m..so happy,2
1959,"I would like to say all the girls out there if you genuinely want a good jeans that will be hell comfortable, give your a nice look and at the same time be as pocket friendly as possible then please try your hands on this product. It fits like magic and the material is too soft, good and comfortable.",2
1960,It's a strechable denim.Super comfy.Perfect fit.I loved it.,2
1961,Quality of the product is ok ok.... In product they have mentioned high waist but after wearing it's mid waist jeans.After looking at the jeans quality seems it will last only for 3-4months.Price charged for the product is good but compared to other brands questions comes on quality.I have recieved different brand jeans.i ordered tyffyn and I received hovac,0
1962,The best in this price fits like a glove and the material is just bang on. Couldnt expect more! Thank u amazon! Also timely delivered! Just loved the jeans..its my second skin now!Had ordered 38 size.,2
1963,"Perfact fitting, good materials, enough stretch, I liked.Worth buying, I will buy in another colour",2
1964,"The quality is quite good, good colour but the only downside is I got mid rise jeans although its a high rise.",2
1965,"
                    The media could not be loaded.
                




   Pants were so comfortable, fitting is on point. And the best part is i got it for Rs. 524 only. Affordable fashion with great style. Go for it.",2
1966,To be honest it's really a good jeans at this price but I think they sent  the different brand jeans although it's really comfy and good litte loose over waist which I can stich.,2
1967,,2
1968,The jeans is perfect...first time I received the super hight waist jeans with ankle length ..thank you m..so happy,2
1969,"I would like to say all the girls out there if you genuinely want a good jeans that will be hell comfortable, give your a nice look and at the same time be as pocket friendly as possible then please try your hands on this product. It fits like magic and the material is too soft, good and comfortable.",2
1970,It's a strechable denim.Super comfy.Perfect fit.I loved it.,2
1971,Quality of the product is ok ok.... In product they have mentioned high waist but after wearing it's mid waist jeans.After looking at the jeans quality seems it will last only for 3-4months.Price charged for the product is good but compared to other brands questions comes on quality.I have recieved different brand jeans.i ordered tyffyn and I received hovac,0
1972,The best in this price fits like a glove and the material is just bang on. Couldnt expect more! Thank u amazon! Also timely delivered! Just loved the jeans..its my second skin now!Had ordered 38 size.,2
1973,"Perfact fitting, good materials, enough stretch, I liked.Worth buying, I will buy in another colour",2
1974,"The quality is quite good, good colour but the only downside is I got mid rise jeans although its a high rise.",2
1975,"
                    The media could not be loaded.
                




   Pants were so comfortable, fitting is on point. And the best part is i got it for Rs. 524 only. Affordable fashion with great style. Go for it.",2
1976,To be honest it's really a good jeans at this price but I think they sent  the different brand jeans although it's really comfy and good litte loose over waist which I can stich.,2
1977,i am soo happy after buying this.. the material is too good.. very nice quality of product they used.. i am literally from a long time looking for high waist.. and this is the best for high waist jeans.. just go for it..and it is true to size..,2
1978,It's lovely....the material is good too...and size is absolutely perfect. overall I loved the denim ...so I would suggest you guys can go for it without giving a second thought.,2
1979,I expected it to be high waisted but it's mid rise so i returned it. Otherwise the jeans is totally comfy and has a dark black color which looks Nice.,2
1980,Order one size small than usual I ordered 34 but fiting is bit loss so order one size small than usual,1
1981,Colour is dark black which looks nice. It's very tight fitting. High rise jeans. I don't think it's colour will fade. Overall good jeans n has value for money.,2
1982,"The jeans ia good, idk if it will lose colour while washing over all its good",2
1983,"The pants fit perfectly..I am 5'5"" 51kg ..and the size 28 is perfect..the material is so comfortable..at such a low price..awesome pants😁😁",2
1984,"If you are 32 go for 1size smaller, overall i like it. Fitting is perfect",2
1985,Perfect,2
1986,"Fits like a glove, tailored for me, not too tight or loose..Just the way I like it",2
1987,I am very disappointed I filled size properly 26 no. Still they give me 34 no. Size,0
1988,Bit tight then my regular size,0
1989,Order one size smaller than your original size then you'll get a perfect fit.,2
1990,,0
1991,The fitting is nice but the material is itchy. Definitely returning it.,0
1992,I ordered 26 size but got 28 it is too large for me. 🤷‍♀️Jeans is nice..,0
1993,Nice stretchable jeans makes ur legs look slim.  Go for it,2
1994,M happy... thank you Amazon,2
1995,Excellent 👌🏼Dark black 🖤🖤. Comfortable.,2
1996,"
                    The media could not be loaded.
                




   Value for money",2
1997,Nice quality stretchable jeans!!,2
1998,Zip is poor quality,2
1999,,2
2000,,2
2001,Very good quality....,2
2002,,2
2003,,2
2004,"Good fitting....i order 26 size, material Ok ok .....as much as comparing with money then affordable good product...bt i have dout that after washing colour wil remove or not😅😅",1
2005,"√ quality√ super high waist√ super black√ stretchableAs per the price fabric is good, just go for it.",2
2006,I ordered 28 size but it was 30 quality was not so good only for 3-4 month after that it was worst,0
2007,"Ordered size 30 twice after a month, but size received is smaller than earlier.",0
2008,Nice one,2
2009,"Jeans quality is not very good, and fitting is not good.",0
2010,Wasting money,0
2011,Good,2
2012,Go for it,2
2013,"Ordered size 30 twice after a month, but size received is smaller than earlier.",0
2014,Nice one,2
2015,"Jeans quality is not very good, and fitting is not good.",0
2016,Wasting money,0
2017,Good,2
2018,Go for it,2
2019,"I Lv u amazon, this is very nice products..i lv it so much..Good fiting.....nice cloth...good Price... Thankyou",2
2020,The previous 32 size which i received the quality was good as expected but it loose completely and the replacement which i received is fit for me and the product quality was not up the mark. Normally fast many year 32 size is best size for me but my first purchase of jean is been confusing  but any way please keep the check.,0
2021,Dont go on negative reviews those are fake... i dared and ordered it and the jeans is amazing it fits perfect and its of good quality too... go for it,2
2022,Quality is ok ok not as expected. but the colour is normal blue not like it is in pictures. 750rs is over priced for this,0
2023,Size of the fant show by the company is very small to our fant size,0
2024,Worst product quality different from original product,0
2025,I like the design but not the size.,0
2026,Worst product,0
2027,To much good,2
2028,Perfectly fits as described. The quality is awesome. Super fast delivery by Amazon. I recommend this product.,2
2029,Suparb product Suparb,2
2030,overall jeans was awesome.return due to size issue. Ordered 34 got 32 waist.,2
2031,Light weight comfortable colour combination also amazing but you have to go to the tailor if you want narrow look as it's a straight fir jogger overall nice product,2
2032,Good quality… dint fade or Color gone after multiple wash,2
2033,Superb Fit and FInish,2
2034,It was nice but got large size,0
2035,Worst fitting and cloth also not as expected,1
2036,Good Product,2
2037,This is too large and fitting is loooooose to me,0
2038,Value for money,2
2039,Suparb product Suparb,2
2040,overall jeans was awesome.return due to size issue. Ordered 34 got 32 waist.,2
2041,Light weight comfortable colour combination also amazing but you have to go to the tailor if you want narrow look as it's a straight fir jogger overall nice product,2
2042,Good quality… dint fade or Color gone after multiple wash,2
2043,Superb Fit and FInish,2
2044,It was nice but got large size,0
2045,Worst fitting and cloth also not as expected,1
2046,Good Product,2
2047,This is too large and fitting is loooooose to me,0
2048,Value for money,2
2049,"Excellent fabric and stitching. The piece I got was manufactured in Bangladesh. I am 5'8"" and the length was just below ankle. Very nice color and finish is superb. However, in spite of being labeled slim fit, the pant is very tight from the thighs downwards. It is more skinny than slim. I returned the item only for this reason.",1
2050,"First thing you notice in Jeans is they are way off with the length. you could expect at least 2"" less in length.  These means either for short person or you are okay to wear it above ankle. Are they worth the price? They may be worth for price listed, but not for MRP mentioned. These jeans are thin, in fact almost similar thickness as formals. Could you use it for rough usage like Jean? No, you can’t. The zipper is cheaper quality so you may have to careful with that while putting a pressure, they may come off. Apart from that, they look like how it is shown in photo (color, stitch, and style). Fit and finish is up to the mark. Unless you are Brand junkie these are not bad jeans at this price.",1
2051,"Description is misleading as it mentions both relaxed and slim. In reality it's only Slim fit. Waist is ok, but from thigh to bottom is tight and it's low-rise too, with just a 4 inch zip. It's extremely uncomfortable.STRICTLY AVOID.",0
2052,Got it for just Rs. 310. Unbelievable at this price 👍 most importantly it is cotton. Very comfortable,2
2053,"I received a littlebit defective jeans, front part was bit dark and back was lighter but never mind it was looking cool, did not returned it and fitting is upto the mark. Have been using inkast jeans and this time also product is good. go for it.",2
2054,In this particular brand only for jeans stretchable item select one size down.,2
2055,This is a value for money product. Go for it.,2
2056,"Good Quality, perfect fitting n mainly fastest delivery by Amazon ... Thankz",2
2057,"I love this jeans and when you wear it, this gives you comfort. Nice quantity product.",2
2058,was nice and comfortable just the packing was not proper and found some stain on the back and so didn't feel to keep it,2
2059,"Excellent fabric and stitching. The piece I got was manufactured in Bangladesh. I am 5'8"" and the length was just below ankle. Very nice color and finish is superb. However, in spite of being labeled slim fit, the pant is very tight from the thighs downwards. It is more skinny than slim. I returned the item only for this reason.",1
2060,"First thing you notice in Jeans is they are way off with the length. you could expect at least 2"" less in length.  These means either for short person or you are okay to wear it above ankle. Are they worth the price? They may be worth for price listed, but not for MRP mentioned. These jeans are thin, in fact almost similar thickness as formals. Could you use it for rough usage like Jean? No, you can’t. The zipper is cheaper quality so you may have to careful with that while putting a pressure, they may come off. Apart from that, they look like how it is shown in photo (color, stitch, and style). Fit and finish is up to the mark. Unless you are Brand junkie these are not bad jeans at this price.",1
2061,"Description is misleading as it mentions both relaxed and slim. In reality it's only Slim fit. Waist is ok, but from thigh to bottom is tight and it's low-rise too, with just a 4 inch zip. It's extremely uncomfortable.STRICTLY AVOID.",0
2062,Got it for just Rs. 310. Unbelievable at this price 👍 most importantly it is cotton. Very comfortable,2
2063,"I received a littlebit defective jeans, front part was bit dark and back was lighter but never mind it was looking cool, did not returned it and fitting is upto the mark. Have been using inkast jeans and this time also product is good. go for it.",2
2064,In this particular brand only for jeans stretchable item select one size down.,2
2065,This is a value for money product. Go for it.,2
2066,"Good Quality, perfect fitting n mainly fastest delivery by Amazon ... Thankz",2
2067,"I love this jeans and when you wear it, this gives you comfort. Nice quantity product.",2
2068,was nice and comfortable just the packing was not proper and found some stain on the back and so didn't feel to keep it,2
2069,"Cant believe,i get perfect acception on this price.Thxs Amazon to take care of GAARIB PERSION also😊👍",2
2070,"Cloth and colour is excellentSize is weiredMy size is 34 but I have ordered 32, which is also very loose, then I have ordered 30 which is little bit tight",2
2071,The waist too loose. Okay it's stretchable,1
2072,Fit at waist bit loose but nice jeans in good price,2
2073,In this particular brand only one size down,2
2074,I bought this product at a discount. The quality of the fabric is very good.It feels comfortable on the skin.,2
2075,"Nice material, super comfortable and value for money",2
2076,"Imported from Dhaka, nice product and fit. Excellent stretch material, hence for me a little loose at the waist. Very comfortable.",2
2077,Very nice product. I can’t believe the quality offered at the price. Go for it,2
2078,Good product and flexible,2
2079,Good quality product in this price just saying best,2
2080,Nice product....,1
2081,Ridiculous product don't waste money on this product,0
2082,Good fit,2
2083,No dislikes,2
2084,bad,0
2085,Best quality product under reasonable price. Pant came up to my expectations. Well satisfied.,2
2086,अच्छा है,1
2087,Fitting,1
2088,Bad fit bad quality.,0
2089,"34 size true fit,and price400 and excellent quality",2
2090,Product is not so good. And price  is very high ...compare to quality,0
2091,"Value for money, can be used for casual purpose",1
2092,Size mismatch. As per lable 32 but actual size is too large above 34,0
2093,"Correct to the size and really comfortable, good quality",2
2094,You should buy one size small,2
2095,Cloth not good,0
2096,Chalega,1
2097,Superb,2
2098,Length of jeans is short,2
2099,"Worst piece, its actual worth is 300",0
2100,Fine one,2
2101,used jeans color low bad quality,0
2102,"Do not by it, please",0
2103,Superb product.incast denim co is a good clothing company.,2
2104,Size issue,2
2105,Liked the quality of Jeans. Real denim at very economical price.,2
2106,Comfortable fit,2
2107,Good,2
2108,Nice,2
2109,Perfect fitting as expected.,2
2110,Low quality,0
2111,Worst product,0
2112,Best,2
2113,Good product,2
2114,"As per price, good buy",1
2115,Fitted as usually,2
2116,Good buy.,1
2117,Worth for the price and perfect fit,2
2118,pent is not fit i see another but u send me another,0
2119,It's different from the pic and not so cool as shown in the pic. Clothes should be purchased from shops.,1
2120,Very very Bad quality color is shided after wash please provide best quality I like a best qualify 1more ordered Same jeans provide the best quality,0
2121,Good product good material,2
2122,Excellent,2
2123,Mind-blowing,2
2124,nice product,2
2125,"Product is not up to expected level since original price is Rs 2499 (like Std brands Levis, wrangler ) n selling at rs 700. so customer is happy to see original price n expecting that kind of quality. In reality quality is not that level. Customer care mail I'd are also different on internal n external tag so again questions about authentication.",0
2126,Haven't expected this from Ben Martin.  After one wash the stiches were out. My earlier purchase was good. This experience tell that don't always expect best from Ben Martin,1
2127,Good product.,2
2128,Thanks to Amazon for the timely delivery... Comments about the product.. Its very affordable and its very well crafted.. It fits as expected... Guys if you like to have a casual look... These are the jeans to buy.. No worries of it getting torn bcz it is little stretchable.. which is good for guys who have lot of energy in them.. lastly good classy looking denim.. which does not burn your pocket... Forget the negative reviews guys... Just trust... It wont disappoint. You will be satisfied that you made a smart choice..,2
2129,Highly stretchable and large too. Choose one size smaller.Comfortable use experience with one wash so far. though alteration is essential and costly too.Better go and purchase it directly from Mall where it is cheaper (~ Rs. 500/- in offer) and they do alteration also at no extra cost.,1
2130,"I have bought many brands jeans pants I have seenEven if you have a high quality Brand, some color is gonethis jeans pent color does not go",2
2131,"Highly disappointed to receive faded blue color as compared to deep blue color displayed in the order. Further, as claimed the pant is not at all flexi relaxing fitting.Amazon shud compensate me for low quality of goods being supplied by unscrupulous traders to upkeep its prestige - may be by penalizing suppliers.",0
2132,Length  so small product is not good old stock,0
2133,"Good Product, my waist size is 34. But I like relaxed fitting so I ordered 36 size. Jeans [ size 36] fits to a person who is 34.8/35 waist. Slightly tight.. But it is smooth and comfortable jeans. If someone likes loose fitting then",2
2134,"Quality is too bad.I could not wear it a single day.Before use I was it, after was I found several fabric rooten up spot at maney places.If you buy it, your money will be lost.Too bad quality.My first ever bad purchase at Amazon",0
2135,"Product is not up to expected level since original price is Rs 2499 (like Std brands Levis, wrangler ) n selling at rs 700. so customer is happy to see original price n expecting that kind of quality. In reality quality is not that level. Customer care mail I'd are also different on internal n external tag so again questions about authentication.",0
2136,Haven't expected this from Ben Martin.  After one wash the stiches were out. My earlier purchase was good. This experience tell that don't always expect best from Ben Martin,1
2137,Good product.,2
